대피시설명,지번주소,도로명주소,대피시설 인원수,경도,위도
돈암힐스테이트,,서울특별시 성북구 아리랑로 68 (돈암동),9868,127.015083,37.598787
돈암더샵,,서울특별시 성북구 아리랑로5길 85 (돈암동),15170,127.009974,37.597847
동소문현대아파트 주차장,,서울특별시 성북구 아리랑로5길 50-8 (돈암동),1239,127.013376,37.598405
돈암신일해피트리아파트 주차장,,서울특별시 성북구 아리랑로5길 92 (돈암동),13794,127.011541,37.598459
월곡2에스에이치빌 지하주차장,,서울특별시 성북구 회기로5길 142 (하월곡동),6318,127.041735,37.597554
월곡갑을명가 지하주차장(지하34),,서울특별시 성북구 화랑로11길 26 (하월곡동),2779,127.042149,37.6033
수산동양빌 지하주차장,,서울특별시 성북구 오패산로4길 11 (하월곡동),606,127.038245,37.604191
삼선현대힐스테이트 지하주차장,,서울특별시 성북구 낙산길 243-15 (삼선동2가),17344,127.014415,37.58267
삼선SK VIEW아파트 지하주차장,,서울특별시 성북구 삼선교로16길 35 (삼선동3가),29090,127.012142,37.588019
삼선대우푸르지오아파트 지하주차장,,서울특별시 성북구 보문로29다길 31 (삼선동2가),51394,127.012617,37.584177
신동아파밀리에아파트 지하주차장,,서울특별시 성북구 화랑로 210-26 (석관동 석관동 신동아 파밀리에),11373,127.053641,37.607238
그린빌아파트 지하주차장,,서울특별시 성북구 돌곶이로41가길 54 (장위동),962,127.042924,37.617658
아남아파트 지하주차장,,서울특별시 성북구 보문사길 112 (보문동6가),642,127.017598,37.580929
현대아이파크아파트 지하주차장,,서울특별시 성북구 지봉로21길 19 (보문동3가),4072,127.015959,37.585668
보문하우스토리 지하주차장,,서울특별시 성북구 고려대로 2길 37 (보문동4가),2230,127.020888,37.584374
이편한세상보문 지하주차장,,서울특별시 성북구 낙산길 255 (보문동3가),4723,127.015624,37.582778
성신여대역,,서울특별시 성북구 동소문로 지하 102 (동선동4가 성신여대입구역),9430,127.016477,37.592758
한성대입구역,,서울특별시 성북구 삼선교로 지하 1 (삼선동1가),5916,127.005951,37.588394
강북구 육아종합지원센터,,서울특별시 강북구 인수봉로66길 9(수유동),1175,127.012577,37.640478
우암센스뷰,,서울특별시 강북구 노해로8길 16(수유동),2115,127.02401,37.637802
경남아너스빌,,서울특별시 강북구 노해로8길 22(수유동),5971,127.024223,37.638004
형인휴아름아파트,,서울특별시 강북구 수유로23길 48(수유동),1050,127.022238,37.638372
우이동주민센터,,서울특별시 강북구 삼양로139길 49(수유동),308,127.011871,37.647938
성원그린아파트,,서울특별시 강북구 삼양로139가길 63(우이동),1879,127.011346,37.651894
푸르지오아파트,,서울특별시 강북구 삼양로149길 33(우이동),10800,127.011154,37.654564
강북청소년수련원,,서울특별시 강북구 4.19로 74(수유동),2415,127.006406,37.645989
우이제일교회,,서울특별시 강북구 삼양로163길 63(우이동),524,127.010739,37.659319
국립재활원,,서울특별시 강북구 삼각산로 58(수유동),3028,127.010265,37.638654
길음역,,서울특별시 성북구 동소문로 지하 248 (길음동 길음역),10012,127.024823,37.603182
삼부아파트,,서울특별시 성북구 동소문로 248 (길음동),15562,127.024556,37.603467
월곡역사(지하철6호선),,서울특별시 성북구 월곡로 지하 107 (하월곡동),8889,127.041184,37.601422
월곡 동신아파트,,서울특별시 성북구 오패산로3길 17 (하월곡동),22162,127.034545,37.604516
동아에코빌아파트 주차장,,서울특별시 성북구 장월로1길 28 (상월곡동),41802,127.045614,37.608773
신세계이마트미아점,,서울특별시 성북구 도봉로 17 (길음동),4986,127.029839,37.610854
안암역,,서울특별시 성북구 고려대로 지하 89 (안암동5가 안암역),12832,127.029211,37.586292
보문역,,서울특별시 성북구 보문로 지하 116 (보문동1가),7900,127.019391,37.585329
성북청소년수련관,,서울특별시 성북구 한천로660-9 (장위동),3606,127.055718,37.617699
돌곶이역,,서울특별시 성북구 화랑로 지하 243 (석관동),9021,127.056425,37.610552
삼성래미안아파트 지하주차장,,서울특별시 성북구 종암로25길 30 (종암동),84061,127.031078,37.601494
샹그레빌아파트 지하주차장,,서울특별시 성북구 회기로5길 100 (하월곡동),14562,127.041104,37.596211
고려대학교 안암병원,,서울특별시 성북구 고려대로 73 (안암동5가),1386,127.026358,37.587112
석관동 삼성아파트,,서울특별시 성북구 한천로68길 51 (석관동),13944,127.065623,37.610245
석관동 중앙하이츠,,서울특별시 성북구 한천로76길 73 (석관동),18368,127.066777,37.611051
석관동 두산아파트,,서울특별시 성북구 화랑로48길 16 (석관동),21789,127.068995,37.613764
석관동 코오롱아파트,,서울특별시 성북구 한천로 509 (석관동),19368,127.065798,37.606987
길음현대아파트 지하주차장,,서울특별시 성북구 길음로13길 11 (길음동),13831,127.020227,37.608221
범양아파트 지하주차장,,서울특별시 성북구 정릉로 402-16 (돈암동),28721,127.027632,37.603859
풍림아파트 지하 주차장,,서울특별시 성북구 북악산로 913 (돈암동),31700,127.023019,37.596548
삼성아파트 지하주차장,,서울특별시 성북구 동소문로34길 24 (돈암동),89750,127.023142,37.598991
상월곡동역사(지하철6호선),,서울특별시 성북구 화랑로 지하 157 (상월곡동),8000,127.048326,37.606264
동소문송산아파트 주차장,,서울특별시 성북구 동소문로3길 101 (동소문동4가),13770,127.01116,37.592353
한성대학교 주차장,,서울특별시 성북구 삼선교로16길 116 (삼선동2가),1129,127.01039,37.583211
한진아파트 지하주차장,,서울특별시 성북구 성북로4길 52 (돈암동),44848,127.012706,37.594473
코오롱아파트(삼선동),,서울특별시 성북구 삼선교로23길 23 (삼선동4가),3147,127.013017,37.590848
고대부고 지하보도,,서울특별시 성북구 정릉로 157 (정릉동 백산빌딩),146,127.002664,37.607863
아남아파트,,서울특별시 성북구 종암로36길 52 (하월곡동),1090,127.034574,37.606049
돈암현대아파트지하주차장,,서울특별시 성북구 정릉로 404 (돈암동),18984,127.028797,37.604222
정릉한화꿈에그린아파트주차장,,서울특별시 성북구 아리랑로19가길 20 (정릉동 정릉꿈에그린아파트),21586,127.011112,37.601809
길음역금호어울림센터힐 아파트 지하주차장,,서울특별시 성북구 동소문로34길 73 (돈암동 길음역금호어울림센터힐),27209,127.022417,37.599949
돈암 코오롱 하늘채 아파트 지하주차장,,서울특별시 성북구 아리랑로 75 (돈암동 돈암코오롱하늘채),39259,127.013625,37.59883
정릉e편한세상1차아파트 지하주차장,,서울특별시 성북구 솔샘로24길 15 (정릉동 정릉이-편한세상),28762,127.010973,37.615009
우이신설경전철 북한산보국문역,,서울특별시 성북구 보국문로22길 8 (정릉동),2241,127.008578,37.612112
성신여자대학교교직원주차장,,서울특별시 성북구 보문로34다길 2 (돈암동 성신여자대학교),5396,127.022147,37.591654
브라운스톤동선아파트 지하주차장,,서울특별시 성북구 아리랑로5길 25 (동소문동7가 브라운스톤 동선아파트),5429,127.014105,37.596066
정릉풍림아이원아파트(지하주차장),,서울특별시 성북구 솔샘로25길 28 (정릉동 정릉풍림아이원아파트),13958,127.006964,37.618577
꿈의숲코오롱하늘채아파트 지하주차장,,서울특별시 성북구 돌곶이로 220 (장위동 꿈의숲코오롱하늘채아파트),34444,127.046529,37.618987
래미안장위포레카운티아파트 지하주차장,,서울특별시 성북구 장월로 160 (장위동 래미안장위포레카운티),49080,127.052253,37.617922
래미안장위퍼스트하이아파트 지하주차장,,서울특별시 성북구 한천로 713 (장위동 래미안장위퍼스트하이),87594,127.051719,37.621286
정릉스카이쌍용아파트,,서울특별시 성북구 북악산로 828 (정릉동 정릉스카이쌍용아파트),20290,127.015745,37.600189
태영아파트,,서울특별시 성북구 서경로 28 (정릉동 태영아파트),21533,127.01571,37.60615
경남아파트,,서울특별시 성북구 정릉로 305 (정릉동 경남아파트),27946,127.017807,37.604845
꿈의 숲 푸르지오 아파트,,서울특별시 성북구 오패산로16가길 40 (하월곡동),37157,127.038823,37.609878
서울대학교 농업생명과학대학 지하주차장,,서울특별시 관악구 관악로 1 (신림동 서울대학교),8210,126.959296,37.468039
관악산휴먼시아아파트(228동-231동),,서울특별시 관악구 난곡로 55 (신림동),6855,126.920753,37.45974
봉천역 지하도,,서울특별시 관악구 남부순환로 지하 1721 (봉천동 2호선 봉천역사),12024,126.941497,37.482555
봉천우성아파트 101동 지하주차장,서울특별시 관악구 봉천동 1706,서울특별시 관악구 봉천동 관악로30길 12 봉천 우성아파트 101동,3312,126.960684,37.484098
봉천우성아파트 105동 지하주차장,서울특별시 관악구 봉천동 1706,-,9292,126.960684,37.484098
봉천동아아파트 201-204동 주차장,,서울특별시 관악구 관악로37길 20 (봉천동),16000,126.955988,37.487557
봉천동아아파트101102동 주차장,,서울특별시 관악구 관악로 285 (봉천동),7000,126.955445,37.489391
봉천동아아파트103104105 주차장,,서울특별시 관악구 관악로 285 (봉천동),8500,126.955445,37.489391
봉천동아아파트106107108동 주차장,,서울특별시 관악구 관악로 285 (봉천동),16000,126.955445,37.489391
봉천동아아파트109동 주차장,,서울특별시 관악구 관악로 285 (봉천동),7000,126.955445,37.489391
봉천동아아파트110동 주차장,,서울특별시 관악구 관악로 285 (봉천동),8000,126.955445,37.489391
봉천벽산블루밍아파트 301동,,서울특별시 관악구 양녕로 117 (봉천동 벽산블루밍아파트),13635,126.942711,37.491523
봉천벽산블루밍아파트101동,서울특별시 관악구 봉천동 1718,-,29333,126.945895,37.487346
봉천벽산블루밍아파트208동,서울특별시 관악구 봉천동 1718,서울특별시 관악구 봉천동 은천로 93 벽산블루밍 208동,40852,126.945895,37.487346
봉천벽산타워2차(아),서울특별시 관악구 봉천동 1716,서울특별시 관악구 봉천동 구암5가길 49 봉천벽산타운2차501동,20000,126.946162,37.492517
봉천 우성아파트 108동 지하주차장,,서울특별시 관악구 관악로30길 12 (봉천동 봉천우성아파트),4640,126.960685,37.484099
봉천 우성아파트 104동 지하주차장,,서울특별시 관악구 관악로30길 12 (봉천동 봉천우성아파트),13680,126.960685,37.484099
봉천 우성아파트 106 107동 지하주차장,,서울특별시 관악구 관악로30길 12 (봉천동 봉천우성아파트),12424,126.960685,37.484099
관악산휴먼시아아파트(205동207동-209동),,서울특별시 관악구 난곡로 55 207동 (신림동),8595,126.920753,37.45974
관악산휴먼시아아파트(210동-211동 217동),,서울특별시 관악구 난곡로 55 (신림동),4088,126.920753,37.45974
관악산휴먼시아아파트(212동-216동),,서울특별시 관악구 난곡로 55 (신림동),4321,126.920753,37.45974
관악산휴먼시아아파트(218동-219동),,서울특별시 관악구 난곡로 55 (신림동),4489,126.920753,37.45974
관악산휴먼시아아파트(220동-224동),,서울특별시 관악구 난곡로 55 (신림동),6360,126.920753,37.45974
관악산휴먼시아아파트(225동-227동 232동),,서울특별시 관악구 난곡로 55 (신림동),6305,126.920753,37.45974
관악구 평생학습관,,서울특별시 관악구 남부순환로 1546 (신림동 관악구평생학습관),357,126.922416,37.48291
관악구청 청사(지하주차장),,서울특별시 관악구 관악로 145 (봉천동 관악구청),14492,126.951503,37.47821
관악동부센트레빌,,서울특별시 관악구 은천로33길 5 (봉천동),16000,126.950154,37.4873
관악드림타운(아) 주차장1,,서울특별시 관악구 성현로 80 (봉천동 관악드림타운아파트),7236,126.952984,37.489848
관악드림타운(아) 주차장10,,서울특별시 관악구 성현로 80 (봉천동),3412,126.952984,37.489848
관악드림타운(아) 주차장11,,서울특별시 관악구 성현로 80 (봉천동),5948,126.952984,37.489848
관악드림타운(아) 주차장12,,서울특별시 관악구 성현로 80 (봉천동),23784,126.952984,37.489848
