좌표정보(x),좌표정보(y),비상시설위치,시설명건물명
200977.4396,458362.5264,서울특별시 강북구 수유동 731번지,SH스카이아파트-수유1동
202430.0102,457929.0307,서울특별시 강북구 미아동 127번지 5호,성북강북교육지원청(송중동)
202465.0425,457640.2398,서울특별시 강북구 미아동 131번지 30호,풍양조씨풍양군파종회(송중동)
206586.5724,452632.6289,서울특별시 동대문구 장안동 329번지 2호,장안힐스테이트아파트
204669.7713,454194.2376,서울특별시 동대문구 회기동 351번지,회기힐스테이트아파트지하주차장
204481.2487,459249.5181,서울특별시 노원구 월계동 774번지,청백1단지아파트105동지하
204481.2487,459249.5181,서울특별시 노원구 월계동 774번지,청백1단지아파트103동지하
202581.216,459424.01,서울특별시 강북구 번동 412번지 18호,평강교회-번1동
200879.78,461880.8806,서울특별시 강북구 우이동 139번지 10호,우이제일교회 사회복지관-우이동
201530.9265,456987.8394,서울특별시 강북구 미아동 1357번지,삼각산아이원아파트1 -삼각산동
200886.3338,457645.1843,서울특별시 강북구 미아동 1354번지,"벽산라이브파크아파트(삼양동) 주차장 P2(102,103,106)"
200886.3338,457645.1843,서울특별시 강북구 미아동 1354번지,벽산라이브파크아파트(삼양동)  주차장 P3(104-105동)
206356.0525,462123.0083,서울특별시 노원구 상계동 173번지 1호,벽산아파트109동상가
205448.8058,458564.3479,서울특별시 노원구 월계동 322번지 1호,성원상가
204481.2487,459249.5181,서울특별시 노원구 월계동 774번지,청백1단지102동지하
202941.0259,453322.6428,서울특별시 동대문구 제기동 252번지,이수브라운아파트
207282.9388,460734.2002,서울특별시 노원구 중계동 593번지,삼성아파트 지하주차장
204680.3082,464346.6637,서울특별시 노원구 상계동 1255번지,은빛1단지아파트
205199.0491,458821.0085,서울특별시 노원구 월계동 320번지 11호,사슴3단지아파트
205994.5781,459974.3068,서울특별시 노원구 중계동 511번지 1호,중계2.3동 주민센터
205853.8629,459752.2253,서울특별시 노원구 중계동 508번지,노원평생학습관
206511.6739,461668.7844,서울특별시 노원구 중계동 434번지 1호,세양빌딩 지하주차장
195199.2969,448979.6982,서울특별시 마포구 염리동 522 세양청마루아파트,염리세양청마루아파트
200868.4734,459614.3535,서울특별시 강북구 수유동 520번지,국립재활원-인수동
201951.614,459211.4527,서울특별시 강북구 수유동 45번지 9호,대한병원-인수동
201530.9265,456987.8394,서울특별시 강북구 미아동 1357번지,삼각산아이원아파트4-삼각산동
201045.6113,457292.9615,서울특별시 강북구 미아동 1353번지,sk아파트4-삼각산동
201045.6113,457292.9615,서울특별시 강북구 미아동 1353번지,sk아파트5-삼각산동
200234.1321,459923.9733,서울특별시 강북구 수유동 535번지 353호,통일교육원-인수동
202147.2258,459795.0106,서울특별시 강북구 수유동 190번지 18호,포엠빌아파트/수유3동
203363.7958,452919.261,서울특별시 동대문구 제기동 65번지,1호선 제기동역
205410.6943,453846.3938,서울특별시 동대문구 휘경동 286번지 66호,휘경중학교 거주자 주차장
206767.1266,458240.7577,서울특별시 노원구 공릉동 741번지,공릉2동 현대성우아파트 지하주차장
206352.5519,458159.5008,서울특별시 노원구 공릉동 385번지 4호,공릉역
205366.0843,460131.3509,서울특별시 노원구 중계동 501번지 1호,중계노인전문요양원
205397.767,459973.8837,서울특별시 노원구 중계동 504번지,아이티고등학교
206099.1816,458503.7418,서울특별시 노원구 공릉동 710번지,노원문화원
205656.734,454366.3016,서울특별시 동대문구 휘경동 106번지,휘경미소지움아파트 지하주차장
190941.2032,440593.5758,서울특별시 금천구 독산동 1030번지 1호,노보텔엠베서더호텔 지하주차장
191190.6143,438410.5221,서울특별시 금천구 시흥동 1026번지,남서울힐스테이트아파트 1단지
205683.3232,460038.746,서울특별시 노원구 중계동 503번지 3호,중계역
205366.0843,460131.3509,서울특별시 노원구 중계동 501번지 1호,북부여성창업보육센터
204993.722,462487.2537,서울특별시 노원구 중계동 651번지 8호,중계그린아파트 상가
205645.892,459609.0125,서울특별시 노원구 중계동 506번지 1호,건영옴니백화점
203160.1536,456943.8197,서울특별시 강북구 미아동 1355번지,한일유엔아이아파트(송중동)
203083.469,456988.6127,서울특별시 강북구 미아동 1356번지,경남아너스빌아파트(송중동)
191620.6299,452026.1487,서울특별시 마포구 중동 391번지,계룡@
191389.0865,452149.8769,서울특별시 마포구 중동 64번지 2호,우진학교
193111.0882,449528.8124,서울특별시 마포구 상수동 309번지 10호,상수전철역
200981.792,460617.0356,서울특별시 강북구 수유동 568번지 100호,우이동 주민센터
200886.3338,457645.1843,서울특별시 강북구 미아동 1354번지,벽산라이브파크아파트 101동 -삼양동
203784.3581,458347.8533,서울특별시 강북구 번동 191번지,기산그린아파트-번3동
197802.0549,443049.4715,서울특별시 동작구 사당동 105번지,사당우성아파트2단지
198362.9963,442875.1207,서울특별시 동작구 사당동 736번지 1호,총신대역 4호선
197545.9854,442685.8869,서울특별시 동작구 사당동 169번지 8호,대림아파트
197083.025,442894.979,서울특별시 동작구 사당동 1134번지,경남아너스빌
196608.8717,442945.0686,서울특별시 동작구 사당동 1139번지,사당자이아파트
193639.3327,445637.8782,서울특별시 동작구 대방동 339번지 1호,솔표빌딩
212634.1913,449540.4924,서울특별시 강동구 명일동 335번지 3호,대신증권 지하주차장
212813.7525,449347.8894,서울특별시 강동구 명일동 347번지 3호,현대종합상가 지하
213262.0597,449527.4409,서울특별시 강동구 명일동 257번지,주공9단지아파트(전동지하)
207269.207,463383.9199,서울특별시 노원구 상계동 37번지 7호,상계3.4동주민센터
195669.6798,445275.208,서울특별시 동작구 본동 481번지,본동 신동아아파트
193204.7822,443168.5136,서울특별시 동작구 신대방동 395번지 68호,나산스위트
195573.304,445868.0765,서울특별시 동작구 본동 482번지,유원아파트
194524.1985,445658.8422,서울특별시 동작구 노량진동 42번지 11호,백이빌딩
194391.8601,445139.4477,서울특별시 동작구 노량진동 302번지 97호,노량진2동주민센터
195489.4234,444995.6756,서울특별시 동작구 상도동 414번지,건영아파트
193864.6456,444103.3657,서울특별시 동작구 상도동 315번지 37호,상도3동주민센터
201760.4338,456845.3738,서울특별시 강북구 미아동 813번지,삼성래미안트리베라1차 1 - 삼각산동
195505.5555,448811.0562,서울특별시 마포구 도화동 557번지,도화동주민센터
189212.7375,453468.3791,서울특별시 마포구 상암동 1752번지,월드컵9단지
195852.5243,448575.7794,서울특별시 마포구 도화동 357번지,현대1차아파트
191177.5188,450450.7482,서울특별시 마포구 망원동 417-2 한강로얄스위트아파트,한강로얄스위트아파트 주차장
203293.6854,457957.6619,서울특별시 강북구 번동 657번지,동문아파트-번3동
203405.7281,458203.9766,서울특별시 강북구 번동 136번지,솔그린아파트-번3동
193236.1574,450225.3956,서울특별시 마포구 서교동 341번지 1호,마포평생학습관
194413.1698,450268.8346,서울특별시 마포구 노고산동 31번지 11호,신촌역
189736.7188,443130.1402,서울특별시 구로구 구로동 731번지 1호,기산프라자
190376.3678,444488.6229,서울특별시 구로구 구로동 43번지 4호,다솜금호아파트
190394.3942,444191.9667,서울특별시 구로구 구로동 49번지,구로동금호아파트
190173.455,443642.42,서울특별시 구로구 구로동 98번지 16호,현대오피스텔
190313.4506,443776.0148,서울특별시 구로구 구로동 97번지 1호,로얄프라자
205239.6231,454580.0413,서울특별시 동대문구 이문동 311번지,래미안2차아파트
205114.8308,455013.6447,서울특별시 동대문구 이문동 270번지 1호,한국외국어대 교수학습개발원
205997.6045,453902.5317,서울특별시 동대문구 휘경동 366번지,동일스위트리버
206179.3846,453411.7429,서울특별시 동대문구 휘경동 57번지,주공아파트
205741.1201,462000.1224,서울특별시 노원구 상계동 1283번지,성원아파트1283
190913.5109,440415.2618,서울특별시 금천구 독산동 1031번지 9호,림스빌딩
192754.3462,438827.1437,서울특별시 금천구 시흥동 1010번지,벽산아파트2단지
192554.6568,438592.4891,서울특별시 금천구 시흥동 1013번지 4호,벽산아파트6단지
190565.1703,441012.948,서울특별시 금천구 독산동 1139번지,청광플러스원아파트 지하주차장
191543.9726,440797.8583,서울특별시 금천구 독산동 184번지 3호,아셈그린힐 지하주차장
191517.6218,440771.0776,서울특별시 금천구 독산동 184번지 4호,동심아파트 지하주차장
198094.0385,442947.9521,서울특별시 동작구 사당동 105번지 12호,사당2동주민센터
194017.8236,445610.9199,서울특별시 동작구 대방동 49번지 6호,유한양행
206102.456,459346.7697,서울특별시 노원구 하계동 280번지 1호,노원을지병원
195681.1543,445479.0644,서울특별시 동작구 본동 148번지 2호,극동아파트
196666.7894,444346.3217,서울특별시 동작구 흑석동 327번지,청호아파트101동
196643.5399,445042.3746,서울특별시 동작구 흑석동 97번지 1호,덕봉개발
198051.4925,442316.6586,서울특별시 동작구 사당동 1004번지 52호,사당1동주민센터
197802.0549,443049.4715,서울특별시 동작구 동작동 105번지,사당극동아파트
197312.1636,442881.4144,서울특별시 동작구 사당동 169번지 32호,현대아파트
197459.2855,442717.9065,서울특별시 동작구 사당동 169번지 12호,사당3동주민센터
201731.6844,457219.3356,서울특별시 강북구 미아동 812번지,삼성래미안트리베라2차아파트 - 삼각산동
201425.2483,457269.5202,서울특별시 강북구 미아동 811번지,두산위브트레지움 제1단지 - 삼각산동
202910.5772,457086.7763,서울특별시 강북구 미아동 87번지 141호,송중동주민센터
202066.0322,459574.8079,서울특별시 강북구 수유동 224번지 15호,현대크리스탈-수유3동
205903.3186,457661.6697,서울특별시 노원구 월계동 17번지,미성상가
206016.4658,457540.5696,서울특별시 노원구 월계동 3번지 7호,한천초등학교
205490.9193,457510.6543,서울특별시 노원구 월계동 928번지,월계1동주민센터
204589.8308,458420.6806,서울특별시 노원구 월계동 556번지,주공2단지관리사무소
205705.3369,458028.9775,서울특별시 노원구 월계동 13번지,삼호종합상가
205984.1521,457275.7993,서울특별시 노원구 월계동 18번지,그랑빌아파트 지하주차장
204960.4383,464099.6921,서울특별시 노원구 상계동 1269번지,수락파크빌아파트 지하주차장
206492.6584,460998.8328,서울특별시 노원구 중계동 411번지 1호,청암기술고
206490.2474,460830.6154,서울특별시 노원구 중계동 360번지 2호,청구아파트
206992.9849,458054.7091,서울특별시 노원구 공릉동 221번지 3호,공릉2동 공릉보건지소
216545.1997,498774.321,경기도 포천시 창수면 249번지 1호,창수면사무소
204320.9026,451953.6466,서울특별시 동대문구 답십리동 999번지,청계벽산메가트리움
203129.7914,452349.2086,서울특별시 동대문구 용두동 791번지,용두두산위브아파트
204772.1305,464161.7027,서울특별시 노원구 상계동 1259번지,상계1동 주민센터
204412.8366,458907.1551,서울특별시 노원구 월계동 777번지,월계2동주민센터
201045.6113,457292.9615,서울특별시 강북구 미아동 1353번지,sk아파트11-삼각산동
201996.7726,459341.4123,서울특별시 강북구 수유동 230번지 7호,효성인텔리언빌딩-수유3동
201952.0926,459752.74,서울특별시 강북구 수유동 221번지 49호,성실교회 주차장- 수유3동
191190.6143,438410.5221,서울특별시 금천구 시흥동 1026번지,남서울힐스테이트아파트 2단지
